file,line,table,column,type
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,7,profiles,id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,8,profiles,email,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,9,profiles,name,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,10,profiles,country,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,11,profiles,locale,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,12,profiles,created_at,"timestamptz"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,13,profiles,updated_at,"timestamptz"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,19,orgs,id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,20,orgs,owner_user_id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,21,orgs,name,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,22,orgs,country,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,23,orgs,created_at,"timestamptz"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,29,org_members,id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,30,org_members,org_id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,31,org_members,user_id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,32,org_members,role,"public"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,33,org_members,created_at,"timestamptz"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,40,user_roles,id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,41,user_roles,user_id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,42,user_roles,role,"public"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,49,documents,id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,50,documents,org_id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,51,documents,user_id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,52,documents,country,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,53,documents,doc_type,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,54,documents,template_id,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,55,documents,template_version,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,56,documents,title,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,57,documents,data_json,"jsonb"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,58,documents,pdf_url,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,59,documents,status,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,60,documents,created_at,"timestamptz"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,66,vault_files,id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,67,vault_files,org_id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,68,vault_files,user_id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,69,vault_files,filename,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,70,vault_files,file_url,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,71,vault_files,tags_json,"jsonb"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,72,vault_files,size,"bigint"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,73,vault_files,created_at,"timestamptz"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,79,reminders,id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,80,reminders,org_id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,81,reminders,user_id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,82,reminders,type,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,83,reminders,label,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,84,reminders,schedule_json,"jsonb"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,85,reminders,next_run_at,"timestamptz"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,86,reminders,active,"boolean"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,87,reminders,created_at,"timestamptz"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,93,share_links,id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,94,share_links,org_id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,95,share_links,target_type,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,96,share_links,target_id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,97,share_links,token_hash,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,98,share_links,expires_at,"timestamptz"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,99,share_links,created_at,"timestamptz"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,105,audit_logs,id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,106,audit_logs,org_id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,107,audit_logs,user_id,"uuid"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,108,audit_logs,action,"text"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,109,audit_logs,metadata_json,"jsonb"
20260225233034_fc482199-4011-4579-975e-2885342b445a.sql,110,audit_logs,created_at,"timestamptz"
20260226002630_4a0acf18-be6d-4547-a243-87a28c3bf309.sql,4,subscriptions,id,"uuid"
20260226002630_4a0acf18-be6d-4547-a243-87a28c3bf309.sql,5,subscriptions,user_id,"uuid"
20260226002630_4a0acf18-be6d-4547-a243-87a28c3bf309.sql,6,subscriptions,stripe_customer_id,"text"
20260226002630_4a0acf18-be6d-4547-a243-87a28c3bf309.sql,7,subscriptions,stripe_subscription_id,"text"
20260226002630_4a0acf18-be6d-4547-a243-87a28c3bf309.sql,8,subscriptions,plan,"text"
20260226002630_4a0acf18-be6d-4547-a243-87a28c3bf309.sql,9,subscriptions,status,"text"
20260226002630_4a0acf18-be6d-4547-a243-87a28c3bf309.sql,10,subscriptions,current_period_end,"timestamp"
20260226002630_4a0acf18-be6d-4547-a243-87a28c3bf309.sql,11,subscriptions,created_at,"timestamp"
20260226002630_4a0acf18-be6d-4547-a243-87a28c3bf309.sql,12,subscriptions,updated_at,"timestamp"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,20,properties,id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,21,properties,org_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,22,properties,user_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,23,properties,label,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,24,properties,address,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,25,properties,postal_code,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,26,properties,city,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,27,properties,property_type,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,28,properties,surface,"numeric"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,29,properties,rooms,"integer"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,30,properties,floor,"integer"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,31,properties,heating,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,32,properties,furnished,"boolean"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,33,properties,monthly_rent,"numeric"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,34,properties,monthly_charges,"numeric"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,35,properties,deposit_amount,"numeric"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,36,properties,notes,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,37,properties,created_at,"timestamptz"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,38,properties,updated_at,"timestamptz"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,52,tenants,id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,53,tenants,org_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,54,tenants,user_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,55,tenants,property_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,56,tenants,tenant_user_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,57,tenants,name,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,58,tenants,email,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,59,tenants,phone,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,60,tenants,birth_date,"date"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,61,tenants,birth_place,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,62,tenants,nationality,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,63,tenants,profession,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,64,tenants,lease_start,"date"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,65,tenants,lease_end,"date"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,66,tenants,rent_amount,"numeric"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,67,tenants,charges_amount,"numeric"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,68,tenants,deposit_amount,"numeric"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,69,tenants,lease_type,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,70,tenants,guarantor_name,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,71,tenants,guarantor_phone,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,72,tenants,notes,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,73,tenants,created_at,"timestamptz"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,74,tenants,updated_at,"timestamptz"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,88,tenant_documents,id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,89,tenant_documents,org_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,90,tenant_documents,tenant_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,91,tenant_documents,doc_type,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,92,tenant_documents,label,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,93,tenant_documents,file_url,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,94,tenant_documents,filename,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,95,tenant_documents,uploaded_by,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,96,tenant_documents,status,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,97,tenant_documents,created_at,"timestamptz"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,110,inventory_reports,id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,111,inventory_reports,org_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,112,inventory_reports,property_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,113,inventory_reports,tenant_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,114,inventory_reports,user_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,115,inventory_reports,report_type,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,116,inventory_reports,report_date,"date"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,117,inventory_reports,general_notes,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,118,inventory_reports,status,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,119,inventory_reports,meter_electricity,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,120,inventory_reports,meter_gas,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,121,inventory_reports,meter_water,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,122,inventory_reports,keys_count,"integer"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,123,inventory_reports,keys_details,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,124,inventory_reports,created_at,"timestamptz"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,125,inventory_reports,updated_at,"timestamptz"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,139,inventory_rooms,id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,140,inventory_rooms,report_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,141,inventory_rooms,room_name,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,142,inventory_rooms,sort_order,"integer"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,143,inventory_rooms,created_at,"timestamptz"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,159,inventory_items,id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,160,inventory_items,room_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,161,inventory_items,element_name,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,162,inventory_items,condition,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,163,inventory_items,notes,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,164,inventory_items,photo_urls,"jsonb"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,165,inventory_items,sort_order,"integer"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,166,inventory_items,created_at,"timestamptz"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,198,rent_calls,id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,199,rent_calls,org_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,200,rent_calls,tenant_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,201,rent_calls,property_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,202,rent_calls,month,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,203,rent_calls,rent_amount,"numeric"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,204,rent_calls,charges_amount,"numeric"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,205,rent_calls,total_amount,"numeric"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,206,rent_calls,paid,"boolean"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,207,rent_calls,paid_date,"timestamptz"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,208,rent_calls,receipt_validated,"boolean"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,209,rent_calls,receipt_pdf_url,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,210,rent_calls,created_at,"timestamptz"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,211,rent_calls,updated_at,"timestamptz"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,226,rent_revisions,id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,227,rent_revisions,org_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,228,rent_revisions,tenant_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,229,rent_revisions,property_id,"uuid"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,230,rent_revisions,revision_date,"date"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,231,rent_revisions,previous_rent,"numeric"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,232,rent_revisions,new_rent,"numeric"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,233,rent_revisions,irl_index_value,"numeric"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,234,rent_revisions,irl_reference_quarter,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,235,rent_revisions,method,"text"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,236,rent_revisions,applied,"boolean"
20260226030620_f2858819-c272-4cd6-924f-5ffd818b3ecc.sql,237,rent_revisions,created_at,"timestamptz"
20260226041627_0d2986c5-1d0a-4fd5-83ce-6e92d4ad5db9.sql,4,messages,id,"uuid"
20260226041627_0d2986c5-1d0a-4fd5-83ce-6e92d4ad5db9.sql,5,messages,org_id,"uuid"
20260226041627_0d2986c5-1d0a-4fd5-83ce-6e92d4ad5db9.sql,6,messages,sender_id,"uuid"
20260226041627_0d2986c5-1d0a-4fd5-83ce-6e92d4ad5db9.sql,7,messages,tenant_id,"uuid"
20260226041627_0d2986c5-1d0a-4fd5-83ce-6e92d4ad5db9.sql,8,messages,content,"text"
20260226041627_0d2986c5-1d0a-4fd5-83ce-6e92d4ad5db9.sql,9,messages,read,"boolean"
20260226041627_0d2986c5-1d0a-4fd5-83ce-6e92d4ad5db9.sql,10,messages,created_at,"timestamp"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,4,expenses,id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,5,expenses,org_id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,6,expenses,user_id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,7,expenses,property_id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,8,expenses,category,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,9,expenses,label,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,10,expenses,amount,"numeric"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,11,expenses,expense_date,"date"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,12,expenses,supplier,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,13,expenses,invoice_url,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,14,expenses,notes,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,15,expenses,created_at,"timestamptz"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,27,candidates,id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,28,candidates,org_id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,29,candidates,user_id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,30,candidates,property_id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,31,candidates,name,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,32,candidates,email,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,33,candidates,phone,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,34,candidates,profession,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,35,candidates,monthly_income,"numeric"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,36,candidates,guarantor_info,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,37,candidates,notes,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,38,candidates,status,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,39,candidates,score,"integer"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,40,candidates,applied_at,"date"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,41,candidates,created_at,"timestamptz"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,53,seasonal_bookings,id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,54,seasonal_bookings,org_id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,55,seasonal_bookings,user_id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,56,seasonal_bookings,property_id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,57,seasonal_bookings,guest_name,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,58,seasonal_bookings,guest_email,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,59,seasonal_bookings,guest_phone,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,60,seasonal_bookings,check_in,"date"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,61,seasonal_bookings,check_out,"date"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,62,seasonal_bookings,total_price,"numeric"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,63,seasonal_bookings,cleaning_fee,"numeric"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,64,seasonal_bookings,deposit_amount,"numeric"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,65,seasonal_bookings,status,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,66,seasonal_bookings,notes,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,67,seasonal_bookings,created_at,"timestamptz"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,79,payment_notices,id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,80,payment_notices,org_id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,81,payment_notices,tenant_id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,82,payment_notices,property_id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,83,payment_notices,month,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,84,payment_notices,rent_amount,"numeric"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,85,payment_notices,charges_amount,"numeric"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,86,payment_notices,total_amount,"numeric"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,87,payment_notices,due_date,"date"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,88,payment_notices,sent,"boolean"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,89,payment_notices,pdf_url,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,90,payment_notices,created_at,"timestamptz"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,102,dunning_letters,id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,103,dunning_letters,org_id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,104,dunning_letters,tenant_id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,105,dunning_letters,property_id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,106,dunning_letters,level,"integer"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,107,dunning_letters,month,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,108,dunning_letters,amount_due,"numeric"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,109,dunning_letters,sent_at,"timestamptz"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,110,dunning_letters,pdf_url,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,111,dunning_letters,created_at,"timestamptz"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,123,furniture_items,id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,124,furniture_items,org_id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,125,furniture_items,property_id,"uuid"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,126,furniture_items,room_name,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,127,furniture_items,item_name,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,128,furniture_items,quantity,"integer"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,129,furniture_items,condition,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,130,furniture_items,notes,"text"
20260226051026_690b7211-8170-4d0e-92c1-40ce6ce12e81.sql,131,furniture_items,created_at,"timestamptz"
20260226054002_bbe094b3-b5f0-411f-a029-5e05fe5cde07.sql,7,document_requests,id,"uuid"
20260226054002_bbe094b3-b5f0-411f-a029-5e05fe5cde07.sql,8,document_requests,tenant_id,"uuid"
20260226054002_bbe094b3-b5f0-411f-a029-5e05fe5cde07.sql,9,document_requests,org_id,"uuid"
20260226054002_bbe094b3-b5f0-411f-a029-5e05fe5cde07.sql,10,document_requests,request_type,"text"
20260226054002_bbe094b3-b5f0-411f-a029-5e05fe5cde07.sql,11,document_requests,period,"text"
20260226054002_bbe094b3-b5f0-411f-a029-5e05fe5cde07.sql,12,document_requests,notes,"text"
20260226054002_bbe094b3-b5f0-411f-a029-5e05fe5cde07.sql,13,document_requests,status,"text"
20260226054002_bbe094b3-b5f0-411f-a029-5e05fe5cde07.sql,14,document_requests,created_at,"timestamptz"
20260226054002_bbe094b3-b5f0-411f-a029-5e05fe5cde07.sql,15,document_requests,resolved_at,"timestamptz"
20260226054002_bbe094b3-b5f0-411f-a029-5e05fe5cde07.sql,43,notifications,id,"uuid"
20260226054002_bbe094b3-b5f0-411f-a029-5e05fe5cde07.sql,44,notifications,user_id,"uuid"
20260226054002_bbe094b3-b5f0-411f-a029-5e05fe5cde07.sql,45,notifications,org_id,"uuid"
20260226054002_bbe094b3-b5f0-411f-a029-5e05fe5cde07.sql,46,notifications,type,"text"
